transaction_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
380,30-08-2023,22:26:00,2,Male,56,Electronics,2,300,102,600
593,18-01-2023,22:05:00,2,Male,35,Electronics,2,30,13,60
820,17-02-2023,22:49:00,1,Male,49,Electronics,4,50,24,200
1005,12-08-2023,20:38:00,2,Male,30,Beauty,2,50,18,100
1090,18-02-2023,19:54:00,4,Female,51,Electronics,1,30,8,30
1380,09-02-2023,19:45:00,3,Male,56,Electronics,2,300,159,600
1593,24-02-2023,22:39:00,5,Male,35,Electronics,2,30,14,60
1820,13-05-2023,21:31:00,1,Male,49,Electronics,4,50,22,200
120,31-03-2023,19:35:00,4,Male,60,Beauty,1,50,13,50
221,27-11-2023,21:01:00,3,Male,39,Beauty,2,300,111,600
341,20-01-2023,17:06:00,5,Male,31,Clothing,4,50,19,200
640,25-12-2023,20:05:00,3,Female,51,Electronics,4,30,13,120
744,23-05-2023,18:02:00,1,Male,40,Electronics,1,25,7,25
1120,02-03-2023,19:32:00,4,Male,60,Beauty,1,50,27,50
1221,14-09-2023,22:57:00,5,Male,39,Beauty,2,300,114,600
1341,30-01-2023,22:10:00,1,Male,31,Clothing,4,50,21,200
1640,10-06-2023,19:44:00,5,Female,51,Electronics,4,30,14,120
1744,07-07-2023,21:49:00,4,Male,40,Electronics,1,25,9,25
273,26-09-2023,20:24:00,1,Female,22,Beauty,1,50,15,50
283,01-06-2023,20:08:00,3,Female,18,Electronics,1,500,165,500
452,30-01-2023,22:41:00,4,Female,48,Clothing,3,500,240,1500
469,21-03-2023,19:24:00,4,Male,18,Beauty,3,25,9,75
620,06-11-2023,20:59:00,4,Male,63,Electronics,3,25,7,75
946,08-08-2023,20:15:00,2,Male,62,Electronics,4,500,235,2000
1273,20-06-2023,20:39:00,1,Female,22,Beauty,1,50,26,50
1283,14-10-2023,20:15:00,1,Female,18,Electronics,1,500,130,500
1452,06-08-2023,17:41:00,3,Female,48,Clothing,3,500,185,1500
1469,08-12-2023,17:22:00,3,Male,18,Beauty,3,25,13,75
1620,03-02-2023,22:48:00,5,Male,63,Electronics,3,25,8,75
1946,27-07-2023,20:48:00,5,Male,62,Electronics,4,500,165,2000
148,03-07-2023,20:39:00,5,Male,18,Clothing,2,30,10,60
414,10-05-2023,19:40:00,1,Male,48,Beauty,4,25,10,100
883,20-08-2023,20:43:00,5,Male,40,Electronics,1,500,245,500
1148,11-08-2023,22:04:00,2,Male,18,Clothing,2,30,11,60
1414,22-11-2023,21:28:00,4,Male,48,Beauty,4,25,11,100
1883,20-09-2023,17:54:00,3,Male,40,Electronics,1,500,200,500
731,30-09-2023,18:49:00,1,Male,54,Clothing,4,500,165,2000
930,12-01-2023,17:54:00,1,Male,54,Clothing,4,50,26,200
1731,19-12-2023,17:41:00,3,Male,54,Clothing,4,500,195,2000
1930,21-12-2023,19:58:00,5,Male,54,Clothing,4,50,13,200
518,31-07-2023,17:01:00,2,Female,40,Clothing,1,30,16,30
1518,18-05-2023,20:03:00,3,Female,40,Clothing,1,30,13,30
758,23-04-2023,18:30:00,1,Male,64,Clothing,4,25,7,100
1758,22-07-2023,18:19:00,3,Male,64,Clothing,4,25,8,100
639,01-08-2023,19:47:00,4,Female,62,Beauty,4,50,27,200
838,30-09-2023,21:20:00,1,Male,47,Electronics,2,300,153,600
1639,20-12-2023,18:13:00,5,Female,62,Beauty,4,50,24,200
1838,28-06-2023,17:06:00,4,Male,47,Electronics,2,300,102,600
353,18-03-2023,21:35:00,5,Male,31,Electronics,1,500,270,500
501,28-06-2023,20:21:00,2,Male,39,Electronics,2,30,9,60
721,23-06-2023,17:10:00,5,Female,52,Clothing,1,500,145,500
1353,04-09-2023,21:59:00,3,Male,31,Electronics,1,500,235,500
1501,31-01-2023,18:00:00,1,Male,39,Electronics,2,30,14,60
1721,21-01-2023,22:42:00,3,Female,52,Clothing,1,500,215,500
123,11-08-2023,19:00:00,3,Female,40,Electronics,2,30,12,60
164,28-02-2023,18:26:00,3,Female,47,Beauty,3,500,185,1500
425,11-06-2023,18:28:00,2,Female,55,Electronics,4,30,16,120
1123,11-12-2023,21:04:00,1,Female,40,Electronics,2,30,11,60
1164,07-04-2023,20:53:00,1,Female,47,Beauty,3,500,245,1500
1425,02-12-2023,22:15:00,1,Female,55,Electronics,4,30,10,120
48,06-10-2023,17:34:00,2,Male,54,Electronics,3,300,123,900
118,13-03-2023,20:07:00,3,Female,30,Electronics,4,500,270,2000
203,12-03-2023,21:33:00,4,Male,56,Clothing,2,500,175,1000
305,22-03-2023,22:09:00,4,Female,18,Beauty,1,30,14,30
358,12-10-2023,18:32:00,4,Female,32,Beauty,1,300,132,300
376,29-01-2023,18:21:00,4,Female,64,Beauty,1,30,12,30
398,23-02-2023,21:17:00,5,Female,48,Clothing,2,300,114,600
411,25-07-2023,20:04:00,3,Male,62,Electronics,4,50,25,200
504,31-03-2023,18:07:00,4,Female,38,Beauty,3,50,22,150
970,25-05-2023,18:13:00,2,Male,59,Electronics,4,500,220,2000
996,03-07-2023,17:38:00,2,Male,62,Clothing,1,50,14,50
1048,12-07-2023,19:14:00,3,Male,54,Electronics,3,300,93,900
1118,13-10-2023,17:24:00,1,Female,30,Electronics,4,500,170,2000
1203,26-11-2023,18:36:00,2,Male,56,Clothing,2,500,145,1000
1305,05-04-2023,18:24:00,5,Female,18,Beauty,1,30,8,30
1358,04-05-2023,21:40:00,5,Female,32,Beauty,1,300,156,300
1376,15-07-2023,19:49:00,3,Female,64,Beauty,1,30,10,30
1398,19-07-2023,17:20:00,1,Female,48,Clothing,2,300,120,600
1411,24-11-2023,20:27:00,1,Male,62,Electronics,4,50,26,200
1504,25-01-2023,17:01:00,4,Female,38,Beauty,3,50,26,150
1970,22-05-2023,17:44:00,5,Male,59,Electronics,4,500,230,2000
1996,07-12-2023,18:49:00,2,Male,62,Clothing,1,50,25,50
81,07-06-2023,22:48:00,4,Male,40,Electronics,1,50,15,50
155,18-07-2023,18:05:00,3,Male,31,Electronics,4,500,150,2000
470,26-12-2023,18:58:00,4,Female,57,Clothing,2,500,165,1000
1081,27-06-2023,22:23:00,5,Male,40,Electronics,1,50,17,50
1155,03-12-2023,18:22:00,3,Male,31,Electronics,4,500,255,2000
1470,26-06-2023,19:47:00,1,Female,57,Clothing,2,500,165,1000
106,17-05-2023,18:58:00,1,Female,46,Clothing,1,50,15,50
818,29-05-2023,18:56:00,4,Male,30,Electronics,1,500,265,500
1106,12-08-2023,17:50:00,3,Female,46,Clothing,1,50,14,50
1818,20-09-2023,17:29:00,4,Male,30,Electronics,1,500,150,500
94,13-03-2023,22:39:00,5,Female,47,Beauty,2,500,250,1000
811,15-04-2023,18:34:00,2,Male,61,Beauty,2,25,7,50
881,21-12-2023,20:52:00,4,Male,22,Electronics,1,300,99,300
1094,15-06-2023,20:34:00,1,Female,47,Beauty,2,500,210,1000
1811,09-12-2023,21:58:00,5,Male,61,Beauty,2,25,9,50
1881,11-07-2023,17:23:00,5,Male,22,Electronics,1,300,147,300
403,22-04-2023,19:31:00,5,Male,32,Clothing,2,300,78,600
653,25-11-2023,22:53:00,3,Male,54,Clothing,3,25,9,75
694,30-06-2023,17:47:00,3,Female,39,Electronics,2,25,10,50
1403,25-03-2023,18:20:00,4,Male,32,Clothing,2,300,162,600
1653,23-07-2023,19:34:00,2,Male,54,Clothing,3,25,13,75
1694,10-01-2023,19:22:00,4,Female,39,Electronics,2,25,10,50
4,27-08-2023,18:12:00,3,Male,37,Clothing,1,500,200,500
647,01-03-2023,19:53:00,5,Male,59,Clothing,3,500,190,1500
911,15-07-2023,17:29:00,3,Male,42,Electronics,3,300,84,900
1004,11-01-2023,21:46:00,2,Male,37,Clothing,1,500,230,500
1647,01-05-2023,20:26:00,5,Male,59,Clothing,3,500,240,1500
1911,13-12-2023,18:33:00,4,Male,42,Electronics,3,300,75,900
419,31-03-2023,19:18:00,5,Female,44,Clothing,3,30,12,90
642,04-05-2023,21:40:00,1,Female,54,Clothing,4,25,12,100
843,25-01-2023,22:46:00,3,Male,21,Beauty,3,500,180,1500
895,31-08-2023,21:51:00,3,Female,55,Clothing,4,30,14,120
1419,05-02-2023,18:42:00,3,Female,44,Clothing,3,30,9,90
1642,27-12-2023,18:30:00,4,Female,54,Clothing,4,25,12,100
1843,21-09-2023,18:58:00,1,Male,21,Beauty,3,500,240,1500
1895,27-03-2023,20:59:00,4,Female,55,Clothing,4,30,15,120
31,31-12-2023,17:47:00,3,Male,44,Electronics,4,300,129,1200
37,26-05-2023,22:42:00,2,Female,18,Beauty,3,25,9,75
72,06-12-2023,19:19:00,5,Female,20,Electronics,4,500,195,2000
243,24-06-2023,18:02:00,5,Female,47,Electronics,3,300,156,900
281,18-09-2023,20:09:00,4,Female,29,Beauty,4,500,275,2000
489,31-10-2023,22:01:00,1,Male,44,Electronics,1,30,14,30
491,30-12-2023,21:11:00,4,Female,60,Electronics,3,300,78,900
729,26-08-2023,22:29:00,3,Male,29,Clothing,4,300,84,1200
822,16-02-2023,17:39:00,3,Female,52,Beauty,3,50,14,150
1031,12-11-2023,21:15:00,3,Male,44,Electronics,4,300,126,1200
1037,17-10-2023,17:38:00,2,Female,18,Beauty,3,25,12,75
1072,24-02-2023,18:10:00,4,Female,20,Electronics,4,500,180,2000
1243,08-12-2023,17:11:00,4,Female,47,Electronics,3,300,138,900
1281,14-03-2023,19:34:00,4,Female,29,Beauty,4,500,165,2000
1489,28-04-2023,18:30:00,2,Male,44,Electronics,1,30,11,30
1491,26-05-2023,22:14:00,107,Female,60,Electronics,3,300,129,900
1729,22-11-2023,18:55:00,82,Male,29,Clothing,4,300,81,1200
1822,09-09-2023,17:15:00,15,Female,52,Beauty,3,50,21,150
840,01-07-2023,18:59:00,60,Male,62,Clothing,2,25,12,50
1840,12-05-2023,20:22:00,138,Male,62,Clothing,2,25,11,50
404,13-02-2023,19:55:00,59,Male,46,Electronics,2,500,160,1000
899,22-05-2023,21:34:00,147,Male,26,Clothing,2,300,153,600
990,29-03-2023,21:45:00,68,Female,58,Beauty,2,500,235,1000
1404,20-08-2023,18:15:00,155,Male,46,Electronics,2,500,185,1000
1899,03-05-2023,21:03:00,51,Male,26,Clothing,2,300,99,600
1990,22-11-2023,17:02:00,48,Female,58,Beauty,2,500,155,1000
382,14-07-2023,21:20:00,29,Female,53,Clothing,2,500,245,1000
578,05-12-2023,22:42:00,68,Female,54,Clothing,4,30,9,120
923,10-06-2023,17:20:00,62,Male,32,Beauty,3,300,165,900
1382,20-05-2023,18:13:00,139,Female,53,Clothing,2,500,185,1000
1578,20-11-2023,18:43:00,66,Female,54,Clothing,4,30,12,120
1923,03-04-2022,17:38:00,74,Male,32,Beauty,3,300,159,900
307,11-11-2022,22:54:00,32,Female,26,Electronics,2,25,9,50
561,29-07-2022,17:04:00,34,Female,64,Clothing,4,500,250,2000
651,28-09-2023,21:02:00,30,Male,51,Clothing,3,50,26,150
1307,29-01-2022,22:11:00,68,Female,26,Electronics,2,25,12,50
1561,17-09-2023,19:38:00,16,Female,64,Clothing,4,500,170,2000
1651,04-12-2022,21:29:00,155,Male,51,Clothing,3,50,24,150
988,05-08-2022,18:41:00,85,Female,63,Clothing,3,25,8,75
1988,30-11-2023,18:47:00,144,Female,63,Clothing,3,25,7,75
67,19-08-2023,20:19:00,119,Female,48,Beauty,4,300,129,1200
1067,03-10-2023,17:01:00,105,Female,48,Beauty,4,300,129,1200
915,11-10-2023,19:06:00,95,Female,26,Beauty,3,30,13,90
985,13-06-2023,22:33:00,113,Female,19,Electronics,2,25,9,50
1915,10-07-2023,22:50:00,53,Female,26,Beauty,3,30,9,90
1985,31-03-2023,20:15:00,113,Female,19,Electronics,2,25,10,50
56,27-12-2022,19:37:00,97,Female,26,Clothing,3,300,120,900
159,10-11-2022,21:30:00,42,Male,26,Clothing,4,50,24,200
862,11-12-2022,21:37:00,29,Male,28,Electronics,4,300,78,1200
1056,17-04-2022,19:46:00,54,Female,26,Clothing,3,300,114,900
1159,02-04-2023,18:08:00,41,Male,26,Clothing,4,50,18,200
1862,06-02-2022,22:50:00,64,Male,28,Electronics,4,300,165,1200
315,03-07-2023,18:53:00,122,Male,47,Clothing,2,30,15,60
545,19-12-2023,17:18:00,61,Male,27,Clothing,2,25,8,50
902,14-02-2022,17:16:00,108,Female,54,Beauty,1,50,22,50
1315,31-08-2022,20:52:00,14,Male,47,Clothing,2,30,13,60
1545,15-07-2023,18:21:00,16,Male,27,Clothing,2,25,8,50
1902,21-12-2022,17:12:00,97,Female,54,Beauty,1,50,14,50
170,21-09-2023,20:46:00,125,Female,25,Clothing,2,25,13,50
685,04-07-2023,22:15:00,90,Male,57,Electronics,2,25,8,50
958,01-01-2022,21:14:00,116,Male,62,Electronics,2,25,11,50
1170,06-01-2023,17:13:00,96,Female,25,Clothing,2,25,8,50
1685,20-04-2022,20:32:00,76,Male,57,Electronics,2,25,9,50
1958,27-11-2022,19:19:00,125,Male,62,Electronics,2,25,12,50
363,23-05-2022,22:51:00,92,Male,64,Beauty,1,25,14,25
394,19-08-2022,19:27:00,105,Female,27,Clothing,1,500,165,500
537,01-10-2023,18:07:00,98,Female,21,Beauty,1,500,275,500
1363,04-07-2023,20:27:00,33,Male,64,Beauty,1,25,8,25
1394,17-04-2022,20:06:00,14,Female,27,Clothing,1,500,250,500
1537,29-11-2022,17:57:00,116,Female,21,Beauty,1,500,140,500
387,26-01-2023,21:58:00,118,Male,44,Beauty,1,30,9,30
556,05-02-2022,17:37:00,42,Female,18,Electronics,1,50,13,50
782,13-04-2022,21:51:00,71,Male,59,Clothing,3,300,150,900
906,19-07-2022,17:55:00,6,Female,20,Clothing,1,50,17,50
1387,26-07-2022,17:48:00,37,Male,44,Beauty,1,30,16,30
1556,17-05-2023,19:13:00,35,Female,18,Electronics,1,50,23,50
1782,07-04-2023,20:23:00,116,Male,59,Clothing,3,300,141,900
1906,01-10-2022,20:10:00,58,Female,20,Clothing,1,50,27,50
560,23-10-2023,22:51:00,7,Female,25,Electronics,1,50,19,50
944,23-08-2022,20:22:00,136,Male,44,Clothing,2,25,12,50
1560,13-11-2022,17:16:00,91,Female,25,Electronics,1,50,19,50
1944,18-07-2023,21:08:00,63,Male,44,Clothing,2,25,7,50
481,13-07-2023,17:12:00,48,Female,43,Electronics,4,300,114,1200
867,24-07-2022,22:40:00,152,Male,21,Electronics,1,500,185,500
882,22-10-2023,21:41:00,144,Female,64,Electronics,2,25,13,50
961,22-03-2023,22:36:00,86,Male,53,Beauty,4,50,23,200
1481,09-11-2023,17:22:00,20,Female,43,Electronics,4,300,114,1200
1867,16-05-2023,19:55:00,144,Male,21,Electronics,1,500,190,500
1882,21-06-2023,20:56:00,15,Female,64,Electronics,2,25,9,50
1961,15-05-2022,21:17:00,95,Male,53,Beauty,4,50,21,200
187,20-02-2022,20:19:00,88,Female,64,Clothing,2,50,21,100
446,02-11-2022,19:57:00,104,Male,21,Electronics,1,50,13,50
1187,07-07-2023,17:05:00,52,Female,64,Clothing,2,50,13,100
1446,23-01-2022,18:55:00,155,Male,21,Electronics,1,50,24,50
539,30-11-2023,18:13:00,135,Male,25,Beauty,1,500,205,500
587,04-09-2023,19:00:00,91,Female,40,Beauty,4,300,99,1200
1539,06-12-2022,21:52:00,96,Male,25,Beauty,1,500,170,500
1587,05-11-2022,20:06:00,140,Female,40,Beauty,4,300,105,1200
212,12-10-2023,18:13:00,105,Male,21,Clothing,3,500,215,1500
765,16-10-2022,19:03:00,77,Male,43,Clothing,4,50,13,200
769,09-09-2022,18:57:00,18,Female,31,Electronics,4,30,10,120
1212,16-03-2022,18:05:00,142,Male,21,Clothing,3,500,265,1500
1765,18-10-2022,22:49:00,13,Male,43,Clothing,4,50,16,200
1769,08-10-2023,22:50:00,116,Female,31,Electronics,4,30,9,120
321,24-09-2023,19:53:00,30,Female,26,Electronics,2,25,10,50
356,27-08-2023,18:35:00,71,Male,50,Electronics,3,500,255,1500
510,29-05-2023,17:04:00,14,Female,39,Beauty,4,50,13,200
534,27-04-2023,22:30:00,112,Male,45,Clothing,2,500,140,1000
1321,23-04-2023,22:54:00,155,Female,26,Electronics,2,25,11,50
1356,18-12-2023,21:31:00,11,Male,50,Electronics,3,500,245,1500
1510,20-11-2022,18:21:00,124,Female,39,Beauty,4,50,19,200
1534,13-06-2022,19:44:00,72,Male,45,Clothing,2,500,270,1000
104,09-06-2022,22:58:00,129,Female,34,Beauty,2,500,190,1000
110,18-11-2022,17:28:00,149,Male,27,Clothing,3,300,99,900
352,28-07-2023,17:55:00,54,Male,57,Electronics,2,500,175,1000
365,23-02-2023,22:12:00,151,Male,31,Clothing,1,300,93,300
887,24-02-2022,19:20:00,44,Male,59,Clothing,4,25,10,100
1104,11-07-2022,20:13:00,70,Female,34,Beauty,2,500,150,1000
1110,26-10-2022,19:14:00,62,Male,27,Clothing,3,300,114,900
1352,19-10-2023,17:40:00,14,Male,57,Electronics,2,500,260,1000
1365,08-11-2023,20:22:00,18,Male,31,Clothing,1,300,156,300
1887,11-12-2023,19:34:00,113,Male,59,Clothing,4,25,10,100
629,05-01-2023,19:55:00,39,Male,62,Electronics,2,25,8,50
1629,17-02-2022,20:18:00,144,Male,62,Electronics,2,25,11,50
655,31-10-2022,18:43:00,19,Female,55,Clothing,1,500,210,500
1655,28-05-2023,17:57:00,8,Female,55,Clothing,1,500,125,500
567,08-05-2023,19:53:00,5,Female,25,Clothing,3,300,144,900
1567,07-04-2023,17:10:00,76,Female,25,Clothing,3,300,162,900
182,21-06-2023,19:27:00,27,Male,62,Beauty,4,30,10,120
819,15-08-2023,21:59:00,111,Female,35,Beauty,2,50,26,100
1182,03-01-2023,21:26:00,14,Male,62,Beauty,4,30,13,120
1819,05-11-2022,20:44:00,83,Female,35,Beauty,2,50,14,100
100,08-02-2022,19:34:00,21,Male,41,Electronics,1,30,9,30
833,09-05-2023,18:39:00,85,Male,42,Beauty,4,50,25,200
1100,20-01-2023,18:15:00,136,Male,41,Electronics,1,30,13,30
1833,30-01-2022,17:20:00,56,Male,42,Beauty,4,50,18,200
542,01-06-2023,18:41:00,50,Female,20,Beauty,1,50,24,50
723,14-07-2022,21:57:00,120,Female,54,Beauty,4,50,21,200
726,05-06-2022,19:37:00,72,Male,47,Clothing,4,300,126,1200
1542,17-05-2023,20:30:00,147,Female,20,Beauty,1,50,15,50
1723,10-02-2022,17:43:00,40,Female,54,Beauty,4,50,18,200
1726,26-06-2023,18:12:00,13,Male,47,Clothing,4,300,93,1200
488,05-07-2022,17:28:00,26,Female,51,Electronics,3,300,123,900
1488,12-11-2022,19:24:00,9,Female,51,Electronics,3,300,126,900
239,19-09-2022,19:34:00,1,Male,38,Electronics,3,500,165,1500
498,22-03-2022,22:20:00,41,Female,50,Clothing,4,25,8,100
532,15-08-2022,18:04:00,92,Female,64,Clothing,4,30,13,120
669,23-01-2022,20:24:00,110,Male,24,Beauty,4,300,87,1200
877,01-10-2022,19:52:00,134,Female,58,Clothing,1,25,7,25
1239,08-07-2022,20:42:00,134,Male,38,Electronics,3,500,255,1500
1498,29-08-2022,17:08:00,51,Female,50,Clothing,4,25,13,100
1532,23-03-2022,22:48:00,51,Female,64,Clothing,4,30,16,120
1669,04-08-2022,22:28:00,83,Male,24,Beauty,4,300,123,1200
1877,25-01-2023,20:19:00,72,Female,58,Clothing,1,25,11,25
422,21-08-2022,22:34:00,67,Female,28,Clothing,3,30,13,90
466,11-01-2023,21:52:00,66,Male,63,Electronics,4,25,14,100
1422,07-05-2022,20:41:00,35,Female,28,Clothing,3,30,14,90
1466,16-01-2023,22:27:00,64,Male,63,Electronics,4,25,11,100
583,28-01-2022,19:44:00,131,Female,24,Electronics,4,25,8,100
654,14-08-2023,17:40:00,92,Male,42,Clothing,3,25,9,75
1583,12-11-2023,22:54:00,102,Female,24,Electronics,4,25,13,100
1654,13-10-2023,20:47:00,111,Male,42,Clothing,3,25,6,75
40,07-06-2022,21:33:00,78,Male,45,Beauty,1,50,25,50
699,21-11-2022,22:21:00,129,Female,37,Clothing,4,30,16,120
727,15-11-2023,18:37:00,32,Male,55,Beauty,3,300,105,900
830,29-09-2022,20:19:00,77,Female,64,Clothing,3,50,19,150
1040,12-12-2023,21:24:00,112,Male,45,Beauty,1,50,21,50
1699,29-07-2023,21:45:00,23,Female,37,Clothing,4,30,13,120
1727,08-08-2023,21:06:00,72,Male,55,Beauty,3,300,75,900
1830,04-03-2023,18:04:00,87,Female,64,Clothing,3,50,21,150
224,11-11-2022,21:32:00,99,Female,25,Clothing,1,50,24,50
271,12-09-2023,18:23:00,44,Female,62,Beauty,4,30,9,120
1224,20-01-2022,17:10:00,103,Female,25,Clothing,1,50,20,50
1271,19-01-2022,19:31:00,27,Female,62,Beauty,4,30,9,120
36,22-02-2023,22:06:00,40,Male,52,Beauty,3,300,144,900
157,15-05-2022,21:59:00,98,Male,62,Electronics,4,500,170,2000
796,01-10-2022,19:50:00,38,Male,43,Beauty,4,30,8,120
839,11-11-2023,21:02:00,130,Female,20,Electronics,4,300,96,1200
927,21-02-2022,17:13:00,83,Male,43,Electronics,4,500,250,2000
1036,17-08-2022,18:03:00,121,Male,52,Beauty,3,300,117,900
1157,23-12-2022,21:24:00,81,Male,62,Electronics,4,500,270,2000
1796,12-11-2023,18:36:00,69,Male,43,Beauty,4,30,11,120
1839,28-08-2022,21:57:00,92,Female,20,Electronics,4,300,156,1200
1927,06-09-2023,19:44:00,46,Male,43,Electronics,4,500,180,2000
407,16-07-2022,22:17:00,117,Female,46,Electronics,3,300,138,900
1407,10-04-2022,19:41:00,54,Female,46,Electronics,3,300,120,900
46,08-11-2022,17:50:00,54,Female,20,Electronics,4,300,84,1200
509,10-07-2023,19:35:00,70,Female,37,Electronics,3,300,141,900
874,17-01-2022,18:14:00,90,Male,60,Beauty,1,30,13,30
1046,21-07-2023,21:47:00,5,Female,20,Electronics,4,300,156,1200
1509,25-11-2022,20:40:00,67,Female,37,Electronics,3,300,129,900
1874,14-05-2022,20:58:00,126,Male,60,Beauty,1,30,13,30
788,20-06-2022,18:54:00,90,Female,52,Beauty,3,300,105,900
1788,03-05-2022,20:35:00,98,Female,52,Beauty,3,300,150,900
378,03-11-2022,18:16:00,81,Male,50,Beauty,1,300,165,300
1378,28-04-2022,21:56:00,27,Male,50,Beauty,1,300,132,300
480,22-12-2022,22:12:00,126,Female,42,Beauty,4,500,225,2000
492,16-12-2023,17:52:00,4,Male,61,Beauty,4,25,7,100
737,23-03-2023,21:11:00,26,Female,33,Clothing,1,50,14,50
1480,26-11-2023,18:05:00,3,Female,42,Beauty,4,500,165,2000
1492,26-08-2023,22:09:00,146,Male,61,Beauty,4,25,10,100
1737,14-11-2022,22:32:00,40,Female,33,Clothing,1,50,14,50
684,20-06-2023,18:02:00,54,Female,28,Clothing,2,500,225,1000
878,26-10-2023,18:53:00,31,Female,20,Clothing,1,30,12,30
1684,23-01-2023,21:40:00,43,Female,28,Clothing,2,500,200,1000
1878,24-01-2023,22:56:00,97,Female,20,Clothing,1,30,8,30
78,17-02-2023,21:08:00,68,Female,47,Clothing,3,500,265,1500
260,19-01-2023,21:09:00,107,Male,28,Beauty,2,30,11,60
455,21-11-2023,19:15:00,134,Male,31,Electronics,4,25,13,100
837,15-01-2023,20:35:00,53,Male,18,Beauty,3,30,8,90
1078,04-05-2023,22:20:00,16,Female,47,Clothing,3,500,125,1500
1260,19-07-2023,17:26:00,117,Male,28,Beauty,2,30,14,60
1455,27-08-2022,21:35:00,32,Male,31,Electronics,4,25,14,100
1837,29-03-2023,20:45:00,32,Male,18,Beauty,3,30,8,90
45,20-03-2022,18:27:00,121,Female,55,Electronics,1,30,11,30
